,Smiles_A,Smiles_B,natoms,Ea_DFT,Ea_nn,Diff_MolA,Eb_DFT,Eb_nn,Diff_molB,Diff_abi,Diff_NN,Diff_NN_abi
129,O/C=C(\C=C1)/NC1=O,Oc1ccc(C=O)[nH]1,8.0,-1379.89080976214,-1379.6497661361693,-0.241043625970633,-1385.3696168032416,-1385.3079557533265,-0.06166104991507382,-5.478807041101618,-5.658189617157177,-0.17938257605555918
130,O=C1OCc2c1cccc2,Oc1c(cccc2)c2co1,10.0,-1837.380816108009,-1836.294408279419,-1.0864078285899268,-1804.4364966869484,-1807.2566766357422,2.8201799487937933,32.94431942106053,29.037731643676807,-3.90658777738372
131,O=C(C1c2ccccc2)Oc2c1cccc2,Oc(oc1c2cccc1)c2-c1ccccc1,16.0,-3030.019407121789,-3018.046091720581,-11.973315401207856,-3020.507204171566,-3007.7035485076904,-12.803655663875816,9.512202950222672,10.342543212890632,0.8303402626679599
132,O=C(C1)Oc2c1cccc2,Oc1cc(cccc2)c2o1,10.0,-1837.3092843386164,-1835.5258959503174,-1.783388388299045,-1821.460466046307,-1820.9449227905272,-0.5155432557796757,15.848818292309488,14.580973159790119,-1.2678451325193691
133,O=C(C1)Nc2c1cccc2,Oc1cc(cccc2)c2[nH]1,10.0,-1904.8432122369024,-1903.0969202270508,-1.746292009851686,-1890.0230978488325,-1889.5962276763917,-0.42687017244088565,14.820114388069896,13.500692550659096,-1.3194218374108004
134,O=C1C=COC1,Oc1cocc1,6.0,-1053.626353343959,-1050.6329763908386,-2.9933769531203325,-1045.5873615861556,-1045.6305206222535,0.04315903609790439,8.038991757803387,5.0024557685851505,-3.036535989218237
135,O=C1C=CNC1,Oc1c[nH]cc1,6.0,-1120.1283110615,-1119.7771812973021,-0.3511297641978217,-1116.468373866686,-1116.519009235382,0.05063536869602103,3.6599371948138923,3.2581720619200496,-0.40176513289384275
136,CN(C1)C=CC1=O,Cn(cc1)cc1O,7.0,-1395.482106154253,-1394.6560777931213,-0.8260283611316481,-1391.7778153718123,-1391.834856365204,0.05704099339163804,3.704290782440694,2.8212214279174077,-0.8830693545232862
137,O=C1c(cccc2)c2OC1,Oc1coc2c1cccc2,10.0,-1825.2254116777729,-1825.479638168335,0.2542264905621323,-1815.3169086683797,-1815.9462497634888,0.6293410951091118,9.908503009393144,9.533388404846164,-0.37511460454697954
138,O=C1c(cccc2)c2NC1,Oc1c[nH]c2c1cccc2,10.0,-1890.9872060363898,-1891.781244758606,0.7940387222161007,-1884.6980756403657,-1884.6892201538085,-0.008855486557195036,6.28913039602412,7.092024604797416,0.8028942087732958
139,CN(C1)c(cccc2)c2C1=O,Cn1c(cccc2)c2c(O)c1,11.0,-2165.5347347343927,-2165.620942977905,0.08620824351237388,-2159.4824241324277,-2157.7197635650637,-1.762660567364037,6.052310601965019,7.901179412841429,1.8488688108764109
140,O=C1OC(c2ccccc2)=NC1c1ccccc1,[O-]c1c(-c2ccccc2)[nH+]c(-c2ccccc2)o1,18.0,-3350.9093457899744,-3340.1136333618165,-10.795712428157913,-3343.884570227351,-3347.605572921753,3.7210026944017045,7.02477556262329,-7.491939559936327,-14.516715122559617
141,CC1N=C(C)OC1=O,Cc1c([O-])oc(C)[nH+]1,8.0,-1518.2327453663731,-1518.2485366973876,0.0157913310144977,-1500.8392606704408,-1511.593198814392,10.753938143951245,17.39348469593233,6.655337882995582,-10.738146812936748
